662,221765.59,125101.24,816.79,C0216
663,221768.7,125110.73,816.15,C0215
664,221768.72,125115.54,816.13,C0214
665,221770.29,125144.57,816.59,C0213
666,221771,125132.8,816.53,C0212
667,221771.08,125129.92,816.73,C0211
668,221781.46,125121.83,816.67,C0210
669,221783.17,125126.1,816.39,C0209
670,221784.34,125132.82,815.97,C0208
671,221784.62,125142.65,816.21,C0207
672,221797.45,125145.47,815.6,C0206
673,221796.1,125137.89,815.58,C0205
674,221797.79,125129.59,815.39,C0204
675,221797.54,125124.93,816.1,C0203
676,221778.51,125119.02,816.7,C0202
677,221778.28,125115.51,816.15,C0201
678,221778.87,125113.59,817.18,C0200
679,221778.76,125111.69,816.32,C0199
680,221779.05,125107.66,816.44,C0198
681,221790.64,125102.37,816.07,C0197
682,221792.95,125108.17,815.9,C0196
683,221793.08,125116,815.69,C0195
684,221793.62,125118.24,816.33,C0194
685,221793.04,125121.57,816.36,C0193
686,221810.61,125104.55,815.72,C0192
687,221812.27,125113.18,815.29,C0191
688,221812.59,125113.04,815.97,C0190
689,221812.73,125114.36,815.15,C0189
690,221812.92,125114.56,815.96,C0188
691,221818.84,125119.77,815.7,C0187
692,221819.34,125114.98,815.3,C0186
693,221819.1,125115.27,815.71,C0185
694,221818.85,125113.42,815.12,C0184
695,221818.66,125113.24,815.97,C0183
696,221816.64,125102.14,815.62,C0182
697,221827.83,125105.75,815.66,C0181
698,221825.08,125108.91,815.68,C0180
699,221827.25,125113.78,814.98,C0179
700,221827.07,125119.45,815.57,C0178
